qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1,18,1,1,22,1,86.572,85.187,86.714
2,18,9,2,4,2,86.103,85.315,86.869
3,18,5,1,23,3,85.664,85.452,87.079
4,18,13,6,2,4,85.994,85.691,87.178
5,18,2,2,3,5,85.96,85.518,87.236
6,18,15,7,11,6,86.427,86.101,88.527
7,18,3,3,7,7,86.295,86.059,88.687
8,18,14,9,9,8,86.381,86.063,89.041
9,18,10,7,12,9,86.919,86.164,89.593
10,18,20,5,15,10,86.702,85.842,0.0
11,18,22,11,17,11,86.369,86.173,0.0
12,18,4,4,5,12,86.907,86.188,0.0
13,18,18,11,16,13,86.712,86.259,0.0
14,18,6,3,8,14,86.891,86.413,0.0
15,18,17,9,10,15,86.914,0.0,0.0
16,18,8,6,1,16,86.14,0.0,0.0
17,18,21,10,21,17,87.207,0.0,0.0
18,18,7,5,14,18,87.446,0.0,0.0
19,18,16,10,20,19,87.859,0.0,0.0
20,18,11,8,18,20,88.208,0.0,0.0
21,18,12,4,6,21,88.33,0.0,0.0
22,18,19,8,19,22,89.059,0.0,0.0
23,19,13,6,2,1,95.347,94.412,95.748
24,19,8,6,1,2,95.645,94.188,96.23
25,19,5,1,23,3,95.227,94.759,96.613
26,19,1,1,22,4,95.392,94.627,96.709
27,19,15,7,11,5,95.205,94.96,96.711
28,19,9,2,4,6,95.794,94.811,96.727
29,19,2,2,3,7,95.729,94.648,96.753
30,19,17,9,10,8,95.44,94.967,97.009
31,19,4,4,5,9,95.983,95.14,98.45
32,19,10,7,12,10,95.891,95.0,99.656
33,19,18,11,16,11,95.847,95.208,0.0
34,19,14,9,9,12,96.058,95.408,0.0
35,19,12,4,6,13,96.074,95.562,0.0
36,19,22,11,17,14,96.198,95.622,0.0
37,19,20,5,15,15,96.111,95.648,0.0
38,19,3,3,7,16,95.843,95.67,0.0
39,19,21,10,21,17,96.24,0.0,0.0
40,19,6,3,8,18,96.388,0.0,0.0
41,19,7,5,14,19,96.677,0.0,0.0
42,19,11,8,18,20,97.087,0.0,0.0
43,19,16,10,20,21,97.101,0.0,0.0
44,19,19,8,19,22,97.481,0.0,0.0
45,20,9,2,4,1,92.893,91.745,93.096
46,20,13,6,2,2,91.937,91.188,93.123
47,20,1,1,22,3,92.75,91.922,93.292
48,20,8,6,1,4,92.652,91.933,93.418
49,20,5,1,23,5,93.057,91.718,93.488
50,20,2,2,3,6,93.137,91.909,93.737
51,20,15,7,11,7,92.493,92.159,93.994
52,20,3,3,7,8,92.903,92.185,94.015
53,20,18,11,16,9,92.793,92.362,95.057
54,20,4,4,5,10,92.947,92.345,95.115
55,20,17,9,10,11,93.194,92.371,0.0
56,20,22,11,17,12,92.944,92.508,0.0
57,20,10,7,12,13,92.8,92.528,0.0
58,20,12,4,6,14,92.975,92.79,0.0
59,20,7,5,14,15,93.415,92.915,0.0
60,20,6,3,8,16,93.386,92.943,0.0
61,20,14,9,9,17,93.433,0.0,0.0
62,20,21,10,21,18,93.501,0.0,0.0
63,20,20,5,15,19,93.562,0.0,0.0
64,20,16,10,20,20,93.845,0.0,0.0
65,20,19,8,19,21,94.14,0.0,0.0
66,20,11,8,18,22,95.725,0.0,0.0
67,21,8,6,1,1,80.701,80.784,81.813
68,21,4,4,5,2,81.347,80.804,81.904
69,21,13,6,2,3,81.528,80.584,82.058
70,21,9,2,4,4,81.423,80.597,82.065
71,21,1,1,22,5,81.366,80.825,82.096
72,21,5,1,23,6,81.43,80.817,82.231
73,21,17,9,10,7,81.494,80.984,82.429
74,21,15,7,11,8,81.158,80.907,82.529
75,21,2,2,3,9,81.466,80.815,82.542
76,21,12,4,6,10,81.409,80.894,82.699
77,21,22,11,17,11,81.548,81.049,0.0
78,21,6,3,8,12,81.69,81.117,0.0
79,21,18,11,16,13,81.757,81.211,0.0
80,21,10,7,12,14,81.427,81.23,0.0
81,21,3,3,7,15,81.472,81.349,0.0
82,21,7,5,14,16,81.54,81.724,0.0
83,21,14,9,9,17,81.81,0.0,0.0
84,21,20,5,15,18,82.108,0.0,0.0
85,21,21,10,21,19,82.516,0.0,0.0
86,21,16,10,20,20,83.224,0.0,0.0
87,21,19,8,19,21,83.318,0.0,0.0
88,21,11,8,18,22,83.496,0.0,0.0
89,22,13,6,2,1,85.994,86.192,87.617
90,22,5,1,23,2,86.736,86.29,87.808
91,22,1,1,22,3,86.192,86.477,87.923
92,22,8,6,1,4,86.457,86.05,87.936
93,22,9,2,4,5,86.761,86.129,88.39
94,22,17,9,10,6,86.773,86.466,88.417
95,22,4,4,5,7,86.836,86.522,88.422
96,22,15,7,11,8,86.695,86.822,88.836
97,22,2,2,3,9,87.107,87.607,88.882
98,22,14,9,9,10,86.939,86.52,89.959
99,22,3,3,7,11,87.367,87.012,0.0
100,22,22,11,17,12,87.355,87.219,0.0
101,22,18,11,16,13,87.428,87.298,0.0
102,22,20,5,15,14,87.442,87.412,0.0
103,22,10,7,12,15,86.614,87.806,0.0
104,22,6,3,8,16,87.547,0.0,0.0
105,22,12,4,6,17,87.568,0.0,0.0
106,22,7,5,14,18,87.621,0.0,0.0
107,22,21,10,21,19,87.807,0.0,0.0
108,22,16,10,20,20,88.325,0.0,0.0
109,23,13,6,2,1,75.19,75.11,75.787
110,23,8,6,1,2,75.717,75.404,75.815
111,23,1,1,22,3,75.582,75.322,75.839
112,23,5,1,23,4,75.295,75.389,76.165
113,23,9,2,4,5,75.977,75.483,76.171
114,23,3,3,7,6,75.935,75.287,76.548
115,23,4,4,5,7,76.646,75.827,76.852
116,23,15,7,11,8,76.306,75.598,77.203
117,23,17,9,10,9,76.074,75.745,77.343
118,23,14,9,9,10,76.086,75.839,0.0
119,23,10,7,12,11,76.285,75.907,0.0
120,23,18,11,16,12,76.259,76.101,0.0
121,23,2,2,3,13,76.65,76.455,0.0
122,23,6,3,8,14,76.756,76.479,0.0
123,23,22,11,17,15,76.208,76.537,0.0
124,23,7,5,14,16,76.806,0.0,0.0
125,23,12,4,6,17,76.933,0.0,0.0
126,23,20,5,15,18,76.955,0.0,0.0
127,23,16,10,20,19,77.225,0.0,0.0
128,23,21,10,21,20,77.823,0.0,0.0
129,24,1,1,22,1,76.909,77.034,77.886
130,24,9,2,4,2,77.471,77.679,78.498
131,24,8,6,1,3,77.301,77.364,78.735
132,24,4,4,5,4,77.415,77.488,78.746
133,24,3,3,7,5,77.991,77.891,78.844
134,24,13,6,2,6,77.231,77.353,79.048
135,24,5,1,23,7,77.287,77.684,79.089
136,24,2,2,3,8,78.082,77.781,79.633
137,24,22,11,17,9,78.256,78.02,80.848
138,24,17,9,10,10,77.582,77.523,0.0
139,24,10,7,12,11,78.321,78.031,0.0
140,24,6,3,8,12,77.638,78.062,0.0
141,24,14,9,9,13,78.168,78.238,0.0
142,24,15,7,11,14,78.039,78.327,0.0
143,24,12,4,6,15,78.505,78.393,0.0
144,24,7,5,14,16,78.916,0.0,0.0
145,24,16,10,20,17,79.108,0.0,0.0
146,24,21,10,21,18,79.165,0.0,0.0
147,24,18,11,16,19,83.565,0.0,0.0
148,24,20,5,15,20,0.0,0.0,0.0
149,25,8,6,1,1,75.133,75.161,76.449
150,25,13,6,2,2,75.024,75.041,76.49
151,25,1,1,22,3,75.634,75.293,76.693
152,25,4,4,5,4,75.754,75.483,76.84
153,25,15,7,11,5,75.521,75.362,76.92
154,25,5,1,23,6,75.965,75.639,76.944
155,25,9,2,4,7,75.687,75.723,77.037
156,25,17,9,10,8,76.02,75.488,77.233
157,25,14,9,9,9,75.802,75.654,77.426
158,25,10,7,12,10,75.727,75.558,77.596
159,25,12,4,6,11,75.848,75.77,0.0
160,25,2,2,3,12,76.006,75.786,0.0
161,25,20,5,15,13,75.918,75.816,0.0
162,25,7,5,14,14,76.072,76.045,0.0
163,25,3,3,7,15,76.085,76.235,0.0
164,25,6,3,8,16,76.243,0.0,0.0
165,25,18,11,16,17,76.306,0.0,0.0
166,25,22,11,17,18,76.33,0.0,0.0
167,25,21,10,21,19,76.971,0.0,0.0
168,25,16,10,20,20,77.053,0.0,0.0
169,26,5,1,23,1,79.957,79.597,81.049
170,26,17,9,10,2,80.982,79.71,81.554
171,26,8,6,1,3,80.37,79.971,81.706
172,26,1,1,22,4,80.288,79.537,81.835
173,26,2,2,3,5,81.022,79.802,81.873
174,26,4,4,5,6,80.998,79.992,82.029
175,26,12,4,6,7,80.818,80.115,82.491
176,26,20,5,15,8,80.318,80.109,83.251
177,26,13,6,2,9,80.676,80.086,83.305
178,26,9,2,4,10,80.444,79.788,0.0
179,26,14,9,9,11,81.224,80.174,0.0
180,26,10,7,12,12,80.893,80.274,0.0
181,26,7,5,14,13,80.584,80.531,0.0
182,26,15,7,11,14,81.145,80.601,0.0
183,26,6,3,8,15,81.407,81.112,0.0
184,26,22,11,17,16,81.512,0.0,0.0
185,26,18,11,16,17,81.631,0.0,0.0
186,26,3,3,7,18,81.668,0.0,0.0
187,26,16,10,20,19,81.786,0.0,0.0
188,26,21,10,21,20,81.885,0.0,0.0
189,27,1,1,22,1,75.218,74.603,75.666
190,27,13,6,2,2,74.921,74.747,75.859
191,27,5,1,23,3,75.476,74.855,76.143
192,27,15,7,11,4,75.56,75.122,76.191
193,27,4,4,5,5,75.917,74.943,76.385
194,27,8,6,1,6,75.201,74.949,76.389
195,27,9,2,4,7,75.985,75.109,76.521
196,27,17,9,10,8,75.9,75.481,77.014
197,27,20,5,15,9,75.532,75.42,77.244
198,27,14,9,9,10,75.975,75.338,77.503
199,27,10,7,12,11,75.56,75.508,0.0
200,27,2,2,3,12,75.596,75.581,0.0
201,27,3,3,7,13,75.863,75.633,0.0
202,27,18,11,16,14,75.993,75.701,0.0
203,27,7,5,14,15,75.927,75.858,0.0
204,27,6,3,8,16,76.083,0.0,0.0
205,27,12,4,6,17,76.189,0.0,0.0
206,27,22,11,17,18,76.246,0.0,0.0
207,27,16,10,20,19,76.657,0.0,0.0
208,27,21,10,21,20,76.963,0.0,0.0
209,28,1,1,22,1,79.376,79.473,80.899
210,28,5,1,23,2,79.945,79.48,81.14
211,28,13,6,2,3,79.578,79.068,81.191
212,28,9,2,4,4,80.053,79.776,81.281
213,28,10,7,12,5,79.98,79.246,81.326
214,28,8,6,1,6,80.006,79.546,81.516
215,28,4,4,5,7,80.229,79.816,81.698
216,28,17,9,10,8,80.073,80.046,81.732
217,28,15,7,11,9,79.942,79.486,81.767
218,28,12,4,6,10,80.583,80.131,82.371
219,28,20,5,15,11,80.157,80.144,0.0
220,28,18,11,16,12,80.888,80.332,0.0
221,28,14,9,9,13,80.505,80.502,0.0
222,28,7,5,14,14,80.64,80.963,0.0
223,28,3,3,7,15,80.748,0.0,0.0
224,28,2,2,3,16,81.045,0.0,0.0
225,28,6,3,8,17,81.085,0.0,0.0
226,28,22,11,17,18,81.332,0.0,0.0
227,28,21,10,21,19,81.67,0.0,0.0
228,28,16,10,20,20,82.113,0.0,0.0
229,29,13,6,2,1,98.176,97.859,98.989
230,29,1,1,22,2,98.464,97.954,99.199
231,29,9,2,4,3,98.347,98.05,99.392
232,29,8,6,1,4,98.703,98.229,99.488
233,29,5,1,23,5,98.656,98.12,99.937
234,29,20,5,15,6,98.141,97.842,100.142
235,29,15,7,11,7,97.948,97.928,100.309
236,29,2,2,3,8,98.738,97.859,100.631
237,29,3,3,7,9,98.595,98.336,100.721
238,29,7,5,14,10,98.622,98.417,100.75
239,29,6,3,8,11,98.667,98.428,0.0
240,29,4,4,5,12,98.268,98.435,0.0
241,29,10,7,12,13,98.532,98.499,0.0
242,29,17,9,10,14,98.559,98.515,0.0
243,29,12,4,6,15,98.787,98.744,0.0
244,29,18,11,16,16,98.88,0.0,0.0
245,29,14,9,9,17,99.235,0.0,0.0
246,29,21,10,21,18,99.268,0.0,0.0
247,29,22,11,17,19,99.811,0.0,0.0
248,29,16,10,20,20,99.943,0.0,0.0
249,30,1,1,22,1,106.887,106.088,107.338
250,30,13,6,2,2,106.873,106.391,107.678
251,30,5,1,23,3,106.812,106.037,107.815
252,30,8,6,1,4,106.96,106.298,107.992
253,30,2,2,3,5,107.419,106.311,108.315
254,30,4,4,5,6,107.154,106.491,108.504
255,30,17,9,10,7,107.27,106.814,108.736
256,30,9,2,4,8,107.093,106.494,108.763
257,30,7,5,14,9,106.777,106.544,108.951
258,30,20,5,15,10,107.152,106.804,110.319
259,30,15,7,11,11,107.4,106.949,0.0
260,30,12,4,6,12,107.052,106.965,0.0
261,30,10,7,12,13,107.359,106.995,0.0
262,30,14,9,9,14,107.132,107.018,0.0
263,30,3,3,7,15,107.503,107.429,0.0
264,30,22,11,17,16,108.153,0.0,0.0
265,30,18,11,16,17,108.211,0.0,0.0
266,30,16,10,20,18,108.226,0.0,0.0
267,30,6,3,8,19,108.268,0.0,0.0
268,30,21,10,21,20,108.447,0.0,0.0
269,31,20,5,15,1,95.464,95.837,97.555
270,31,5,1,23,2,95.214,95.843,97.631
271,31,17,9,10,3,96.001,96.306,98.117
272,31,7,5,14,4,95.543,96.175,98.445
273,31,3,3,7,5,95.485,95.898,98.767
274,31,13,6,2,6,95.536,96.676,98.894
275,31,15,7,11,7,95.906,96.008,99.152
276,31,4,4,5,8,96.297,96.518,99.751
277,31,10,7,12,9,95.737,96.525,99.787
278,31,2,2,3,10,95.709,96.626,99.906
279,31,9,2,4,11,95.553,96.697,0.0
280,31,21,10,21,12,96.28,96.698,0.0
281,31,14,9,9,13,96.485,97.284,0.0
282,31,8,6,1,14,95.965,97.522,0.0
283,31,1,1,22,15,95.394,99.265,0.0
284,31,22,11,17,16,96.51,0.0,0.0
285,31,12,4,6,17,96.63,0.0,0.0
286,31,6,3,8,18,96.653,0.0,0.0
287,31,18,11,16,19,97.006,0.0,0.0
288,31,16,10,20,20,97.417,0.0,0.0
289,32,13,6,2,1,104.519,104.014,104.801
290,32,1,1,22,2,104.501,104.932,105.465
291,32,8,6,1,3,104.282,104.232,105.617
292,32,9,2,4,4,104.74,104.519,105.779
293,32,5,1,23,5,104.311,104.207,105.873
294,32,2,2,3,6,105.548,104.52,105.964
295,32,20,5,15,7,105.042,104.261,106.244
296,32,10,7,12,8,105.184,104.441,106.328
297,32,3,3,7,9,105.103,104.429,106.611
298,32,6,3,8,10,105.127,104.826,107.547
299,32,15,7,11,11,105.642,105.038,0.0
300,32,18,11,16,12,105.66,105.133,0.0
301,32,17,9,10,13,105.493,105.212,0.0
302,32,14,9,9,14,106.028,105.298,0.0
303,32,4,4,5,15,104.971,0.0,0.0
304,32,12,4,6,16,106.037,0.0,0.0
305,32,7,5,14,17,106.389,0.0,0.0
306,32,22,11,17,18,106.583,0.0,0.0
307,32,16,10,20,19,107.94,0.0,0.0
308,32,21,10,21,20,0.0,0.0,0.0
309,33,1,1,22,1,78.071,77.462,78.404
310,33,8,6,1,2,78.16,77.733,78.644
311,33,5,1,23,3,78.22,77.36,78.821
312,33,4,4,5,4,78.29,77.871,78.852
313,33,13,6,2,5,78.11,77.287,78.874
314,33,9,2,4,6,78.684,77.931,78.979
315,33,15,7,11,7,78.501,77.541,79.026
316,33,10,7,12,8,77.945,77.67,79.118
317,33,20,5,15,9,78.559,77.714,79.638
318,33,7,5,14,10,78.593,78.102,80.167
319,33,14,9,9,11,78.303,78.187,0.0
320,33,12,4,6,12,78.3,78.274,0.0
321,33,17,9,10,13,78.372,78.354,0.0
322,33,6,3,8,14,78.64,78.594,0.0
323,33,3,3,7,15,78.74,78.672,0.0
324,33,2,2,3,16,78.835,0.0,0.0
325,33,22,11,17,17,78.882,0.0,0.0
326,33,18,11,16,18,79.1,0.0,0.0
327,33,16,10,20,19,79.163,0.0,0.0
328,33,21,10,21,20,79.91,0.0,0.0
329,34,1,1,22,1,95.566,94.947,96.303
330,34,8,6,1,2,95.983,95.355,96.645
331,34,13,6,2,3,95.971,95.135,96.889
332,34,4,4,5,4,95.769,95.461,96.927
333,34,5,1,23,5,95.623,95.216,96.93
334,34,17,9,10,6,96.238,95.686,97.083
335,34,2,2,3,7,96.224,95.403,97.201
336,34,20,5,15,8,95.752,95.386,97.685
337,34,15,7,11,9,96.104,95.715,97.934
338,34,7,5,14,10,96.239,95.478,98.885
339,34,12,4,6,11,96.029,95.722,0.0
340,34,9,2,4,12,96.503,95.814,0.0
341,34,10,7,12,13,96.21,95.937,0.0
342,34,22,11,17,14,96.64,96.079,0.0
343,34,3,3,7,15,96.434,96.21,0.0
344,34,14,9,9,16,96.731,0.0,0.0
345,34,6,3,8,17,96.863,0.0,0.0
346,34,18,11,16,18,97.053,0.0,0.0
347,34,16,10,20,19,97.73,0.0,0.0
348,34,21,10,21,20,97.739,0.0,0.0
349,35,13,6,2,1,71.83,71.875,72.368
350,35,15,7,11,2,72.226,72.107,72.737
351,35,8,6,1,3,72.083,71.95,72.825
352,35,1,1,22,4,72.213,71.856,72.83
353,35,5,1,23,5,72.366,71.768,72.917
354,35,4,4,5,6,72.214,72.09,72.967
355,35,20,5,15,7,72.39,71.845,73.082
356,35,2,2,3,8,72.371,72.026,73.297
357,35,7,5,14,9,72.498,72.075,74.105
358,35,10,7,12,10,72.223,71.909,74.23
359,35,12,4,6,11,72.348,72.137,0.0
360,35,17,9,10,12,72.409,72.289,0.0
361,35,9,2,4,13,72.381,72.3,0.0
362,35,14,9,9,14,72.69,72.717,0.0
363,35,22,11,17,15,72.548,73.139,0.0
364,35,6,3,8,16,72.8,0.0,0.0
365,35,18,11,16,17,72.81,0.0,0.0
366,35,3,3,7,18,73.002,0.0,0.0
367,35,21,10,21,19,73.426,0.0,0.0
368,35,16,10,20,20,73.508,0.0,0.0
369,36,8,6,6,1,86.644,85.644,86.072
370,36,4,1,1,2,86.697,85.326,86.493
371,36,2,2,9,3,86.895,85.358,86.556
372,36,1,1,2,4,86.674,85.577,86.755
373,36,9,2,10,5,86.696,85.882,87.347
374,36,21,4,3,6,87.27,85.944,87.634
375,36,17,9,15,7,86.978,86.623,87.934
376,36,15,7,12,8,87.014,86.688,88.404
377,36,23,7,11,9,87.328,86.739,88.692
378,36,11,8,22,10,87.365,86.758,88.871
379,36,19,8,23,11,86.986,86.909,0.0
380,36,3,3,16,12,87.596,86.914,0.0
381,36,5,4,4,13,87.529,86.964,0.0
382,36,18,11,7,14,87.54,87.264,0.0
383,36,25,3,17,15,87.479,87.393,0.0
384,36,13,6,5,16,86.712,0.0,0.0
385,36,22,11,8,17,87.679,0.0,0.0
386,36,26,5,19,18,88.305,0.0,0.0
387,36,14,9,14,19,88.579,0.0,0.0
388,36,24,5,18,20,89.267,0.0,0.0
389,36,16,12,20,21,89.339,0.0,0.0
390,36,27,12,21,22,91.932,0.0,0.0
391,37,13,6,5,1,95.34,94.454,95.043
392,37,4,1,1,2,94.942,94.057,95.31
393,37,8,6,6,3,95.138,94.687,95.479
394,37,1,1,2,4,95.028,94.65,96.045
395,37,2,2,9,5,95.617,95.203,96.543
396,37,3,3,16,6,95.755,95.38,96.829
397,37,9,2,10,7,95.294,94.739,96.839
398,37,15,7,12,8,95.666,95.255,96.902
399,37,23,7,11,9,95.736,95.595,97.078
400,37,17,9,15,10,95.727,95.579,97.345
401,37,5,4,4,11,96.092,95.63,0.0
402,37,21,4,3,12,95.879,95.706,0.0
403,37,14,9,14,13,95.73,95.766,0.0
404,37,11,8,22,14,96.43,95.945,0.0
405,37,18,11,7,15,95.913,96.088,0.0
406,37,24,5,18,16,96.14,96.145,0.0
407,37,26,5,19,17,96.578,0.0,0.0
408,37,19,8,23,18,96.816,0.0,0.0
409,37,22,11,8,19,96.827,0.0,0.0
410,37,25,3,17,20,97.326,0.0,0.0
411,37,27,12,21,21,98.279,0.0,0.0
412,37,16,12,20,22,98.415,0.0,0.0
413,38,13,6,5,1,92.443,91.359,92.652
414,38,1,1,2,2,92.58,91.752,92.935
415,38,8,6,6,3,93.161,91.812,93.131
416,38,4,1,1,4,93.049,92.214,93.192
417,38,2,2,9,5,93.164,92.154,93.404
418,38,9,2,10,6,93.348,92.292,93.71
419,38,21,4,3,7,93.556,92.889,94.056
420,38,17,9,15,8,93.496,92.808,94.106
421,38,15,7,12,9,93.218,92.429,94.154
422,38,3,3,16,10,93.349,92.815,94.399
423,38,25,3,17,11,93.759,92.915,0.0
424,38,5,4,4,12,93.467,92.935,0.0
425,38,19,8,23,13,93.299,93.082,0.0
426,38,23,7,11,14,93.923,93.294,0.0
427,38,22,11,8,15,93.776,93.624,0.0
428,38,18,11,7,16,93.967,93.731,0.0
429,38,11,8,22,17,93.984,0.0,0.0
430,38,24,5,18,18,94.024,0.0,0.0
431,38,26,5,19,19,94.333,0.0,0.0
432,38,16,12,20,20,95.28,0.0,0.0
433,38,14,9,14,21,95.341,0.0,0.0
434,38,27,12,12,22,95.533,0.0,0.0
435,39,13,6,5,1,81.375,80.597,81.421
436,39,4,1,1,2,81.609,80.797,81.451
437,39,8,6,6,3,81.802,80.741,81.723
438,39,1,1,2,4,81.12,80.713,81.785
439,39,9,2,10,5,81.941,81.381,82.253
440,39,15,7,12,6,82.501,81.554,82.324
441,39,2,2,9,7,81.625,81.113,82.389
442,39,5,4,4,8,81.79,81.623,82.568
443,39,14,9,14,9,82.491,81.488,82.749
444,39,21,4,3,10,82.064,81.677,82.881
445,39,3,3,16,11,81.943,81.968,0.0
446,39,22,11,8,12,82.502,82.097,0.0
447,39,11,8,22,13,82.09,82.115,0.0
448,39,18,11,7,14,82.503,82.12,0.0
449,39,19,8,23,15,82.295,0.0,0.0
450,39,24,5,18,16,82.508,0.0,0.0
451,39,23,7,11,17,82.666,0.0,0.0
452,39,25,3,17,18,82.769,0.0,0.0
453,39,17,9,15,19,83.398,0.0,0.0
454,39,16,12,20,20,83.811,0.0,0.0
455,39,27,12,21,21,83.99,0.0,0.0
456,39,26,5,19,22,0.0,0.0,0.0
457,40,4,1,1,1,76.059,75.431,75.726
458,40,1,1,2,2,75.685,75.479,75.905
459,40,13,6,5,3,76.786,76.034,75.967
460,40,21,4,3,4,77.596,76.054,76.285
461,40,3,3,16,5,76.87,76.1,76.439
462,40,17,9,15,6,77.816,76.42,76.784
463,40,2,2,9,7,77.385,75.733,76.832
464,40,9,2,10,8,77.584,75.576,76.955
465,40,22,11,8,9,77.244,76.454,77.498
466,40,18,11,7,10,77.297,76.457,77.939
467,40,25,3,17,11,77.874,76.662,0.0
468,40,24,5,18,12,76.72,76.703,0.0
469,40,14,9,14,13,77.204,76.319,0.0
470,40,15,7,12,14,77.686,76.988,0.0
471,40,5,4,4,15,77.836,77.125,0.0
472,40,8,6,6,16,76.251,0.0,0.0
473,40,19,8,23,17,78.25,0.0,0.0
474,40,26,5,19,18,78.39,0.0,0.0
475,40,16,12,20,19,78.418,0.0,0.0
476,40,23,7,11,20,78.539,0.0,0.0
477,40,11,8,22,21,78.554,0.0,0.0
478,40,27,12,21,22,0.0,0.0,0.0
479,41,1,1,2,1,76.576,75.486,75.707
480,41,4,1,1,2,76.562,75.522,76.163
481,41,2,2,9,3,77.006,75.96,76.266
482,41,8,6,6,4,76.468,76.592,76.411
483,41,13,6,5,5,76.756,76.138,76.57
484,41,17,9,15,6,77.315,76.257,76.913
485,41,3,3,16,7,77.016,76.19,76.919
486,41,9,2,10,8,77.267,76.368,76.993
487,41,21,4,3,9,76.805,76.288,77.229
488,41,15,7,12,10,77.324,76.6,77.747
489,41,11,8,22,11,77.49,76.743,0.0
490,41,24,5,18,12,77.541,76.76,0.0
491,41,22,11,8,13,77.011,77.116,0.0
492,41,14,9,14,14,77.436,77.304,0.0
493,41,18,11,7,15,77.522,77.541,0.0
494,41,26,5,19,16,77.433,77.571,0.0
495,41,19,8,23,17,77.542,0.0,0.0
496,41,23,7,11,18,77.634,0.0,0.0
497,41,25,3,17,19,78.089,0.0,0.0
498,41,16,12,20,20,78.536,0.0,0.0
499,41,27,12,21,21,79.196,0.0,0.0
500,41,5,4,4,22,77.806,0.0,0.0
501,42,1,1,2,1,72.563,72.065,72.331
502,42,4,1,1,2,72.416,71.926,72.5
503,42,13,6,5,3,72.731,72.18,72.703
504,42,8,6,6,4,72.732,72.111,72.839
505,42,2,2,9,5,72.543,72.188,72.847
506,42,5,4,4,6,72.998,72.599,73.308
507,42,20,2,10,7,72.711,72.644,73.513
508,42,15,7,12,8,73.186,72.828,73.789
509,42,17,9,15,9,73.425,72.788,73.871
510,42,21,4,3,10,73.168,72.603,73.953
511,42,14,9,14,11,73.424,72.873,0.0
512,42,23,7,11,12,72.851,72.92,0.0
513,42,18,11,7,13,73.306,72.998,0.0
514,42,3,3,16,14,73.128,73.06,0.0
515,42,22,11,8,15,73.203,73.201,0.0
516,42,19,8,23,16,73.164,73.259,0.0
517,42,25,3,17,17,73.441,0.0,0.0
518,42,11,8,22,18,73.477,0.0,0.0
519,42,24,5,18,19,73.484,0.0,0.0
520,42,26,5,19,20,73.712,0.0,0.0
521,42,16,12,20,21,74.122,0.0,0.0
522,42,27,12,21,22,74.597,0.0,0.0
523,43,13,6,5,1,75.303,74.822,75.034
524,43,1,1,2,2,74.805,74.795,75.104
525,43,8,6,6,3,74.872,74.828,75.257
526,43,9,2,10,4,75.778,75.066,75.493
527,43,21,4,3,5,76.047,75.227,75.674
528,43,5,4,4,6,75.524,75.272,75.826
529,43,2,2,9,7,75.783,75.149,75.9
530,43,15,7,12,8,76.118,75.379,75.935
531,43,3,3,16,9,76.092,75.331,76.328
532,43,4,1,1,10,75.322,75.084,0.0
533,43,23,7,11,11,75.76,75.534,0.0
534,43,18,11,7,12,76.113,75.584,0.0
535,43,22,11,8,13,76.14,75.761,0.0
536,43,17,9,15,14,75.746,75.806,0.0
537,43,26,5,19,15,75.98,76.049,0.0
538,43,14,9,14,16,75.915,0.0,0.0
539,43,24,5,18,17,76.142,0.0,0.0
540,43,25,3,17,18,76.241,0.0,0.0
541,43,19,8,23,19,76.366,0.0,0.0
542,43,27,12,21,20,77.826,0.0,0.0
543,43,16,12,20,21,77.915,0.0,0.0
544,43,11,8,22,22,76.244,0.0,0.0
545,44,1,1,2,1,79.885,79.4,79.997
546,44,8,6,6,2,79.753,79.252,80.099
547,44,4,1,1,3,79.33,79.152,80.147
548,44,13,6,5,4,79.79,79.421,80.265
549,44,9,2,10,5,80.294,80.054,80.401
550,44,23,7,11,6,80.513,79.86,80.516
551,44,5,4,4,7,80.57,80.077,80.721
552,44,21,4,3,8,80.842,80.042,80.775
553,44,2,2,9,9,80.534,80.178,80.894
554,44,15,7,12,10,81.15,80.133,81.24
555,44,17,9,15,11,80.583,80.235,0.0
556,44,14,9,14,12,81.154,80.329,0.0
557,44,25,3,17,13,80.83,80.35,0.0
558,44,22,11,8,14,81.169,80.364,0.0
559,44,26,5,19,15,80.834,80.515,0.0
560,44,24,5,18,16,81.16,80.823,0.0
561,44,3,3,16,17,81.219,0.0,0.0
562,44,18,11,7,18,81.335,0.0,0.0
563,44,19,8,23,19,81.448,0.0,0.0
564,44,16,12,20,20,82.019,0.0,0.0
565,44,11,8,22,21,82.045,0.0,0.0
566,44,27,12,21,22,82.586,0.0,0.0
567,45,8,6,6,1,91.522,91.237,91.45
568,45,4,1,1,2,91.074,90.983,91.741
569,45,13,6,5,3,91.447,90.912,91.778
570,45,2,2,9,4,91.889,91.652,91.84
571,45,9,2,10,5,91.961,91.444,92.123
572,45,17,9,15,6,92.629,91.661,92.476
573,45,5,4,4,7,92.594,91.783,92.478
574,45,15,7,12,8,92.381,91.859,92.501
575,45,23,7,11,9,92.446,91.843,92.57
576,45,1,1,2,10,91.587,91.185,93.833
577,45,3,3,16,11,92.117,91.978,0.0
578,45,25,3,17,12,92.173,91.996,0.0
579,45,21,4,3,13,92.378,92.01,0.0
580,45,22,11,8,14,92.674,92.221,0.0
581,45,19,8,23,15,92.793,92.451,0.0
582,45,11,8,22,16,92.678,92.838,0.0
