q1,q2,q3,driverRef_freq,points_qualifying,position_qualifying,wins,grid,position_results,positionOrder,points_results,laps,milliseconds,rank,status_freq
78.16,77.733,78.644,0.031,63.0,4,2,2,3,3,6.0,67,5428292,2,0.2868
78.22,77.36,78.821,0.0108,51.0,6,1,3,0,17,0.0,16,0,5,0.0757
78.29,77.871,78.852,0.0377,48.0,7,2,4,1,1,10.0,67,5421892,3,0.2868
78.11,77.287,78.874,0.0247,79.0,2,5,5,7,7,2.0,67,5468050,1,0.2868
78.684,77.931,78.979,0.0094,72.0,3,1,6,2,2,8.0,67,5427175,7,0.2868
78.501,77.541,79.026,0.0174,30.0,9,0,7,5,5,4.0,67,5445659,9,0.2868
77.945,77.67,79.118,0.009,20.0,11,0,8,0,19,0.0,6,0,14,0.0
78.559,77.714,79.638,0.0288,30.0,8,1,9,6,6,3.0,67,5461099,12,0.2868
78.593,78.102,80.167,0.0026,4.0,17,0,10,10,10,0.0,67,5480977,6,0.2868
78.303,78.187,0.0,0.0151,8.0,16,0,11,0,20,0.0,0,0,0,0.0319
78.3,78.274,0.0,0.0025,18.0,12,0,12,4,4,5.0,67,5442462,4,0.2868
78.372,78.354,0.0,0.0192,21.0,10,0,13,8,8,1.0,67,5472703,13,0.2868
78.64,78.594,0.0,0.0034,9.0,15,0,14,15,15,0.0,66,0,15,0.1509
78.74,78.672,0.0,0.0201,17.0,13,0,15,11,11,0.0,67,5483988,10,0.2868
78.835,0.0,0.0,0.0134,56.0,5,0,16,9,9,0.0,67,5476012,8,0.2868
78.882,0.0,0.0,0.0207,11.0,14,0,17,13,13,0.0,66,0,16,0.1509
79.1,0.0,0.0,0.0255,3.0,18,0,18,14,14,0.0,66,0,17,0.1509
79.163,0.0,0.0,0.0123,0.0,20,0,19,0,18,0.0,8,0,18,0.0021
79.91,0.0,0.0,0.0144,0.0,19,0,20,0,16,0.0,21,0,19,0.0303
95.566,94.947,96.303,0.0346,94.0,1,5,1,1,1,10.0,56,5517403,1,0.2868
95.983,95.355,96.645,0.031,69.0,4,2,2,3,3,6.0,56,5533848,2,0.2868
95.971,95.135,96.889,0.0247,87.0,2,5,3,2,2,8.0,56,5532328,4,0.2868
95.769,95.461,96.927,0.0377,53.0,6,2,4,4,4,5.0,56,5535773,5,0.2868
95.623,95.216,96.93,0.0108,51.0,7,1,5,0,18,0.0,49,0,11,0.0052
96.238,95.686,97.083,0.0192,21.0,11,0,16,14,14,0.0,56,5609825,13,0.2868
96.224,95.403,97.201,0.0134,60.0,5,0,9,5,5,4.0,56,5546326,3,0.2868
95.752,95.386,97.685,0.0288,30.0,8,1,6,9,9,0.0,56,5581742,9,0.2868
96.104,95.715,97.934,0.0174,30.0,9,0,7,0,20,0.0,2,0,20,0.0319
96.239,95.478,98.885,0.0026,4.0,17,0,8,13,13,0.0,56,5608860,12,0.2868
96.029,95.722,0.0,0.0025,19.0,12,0,10,8,8,1.0,56,5574048,8,0.2868
96.503,95.814,0.0,0.0094,75.0,3,1,11,6,6,3.0,56,5550622,7,0.2868
96.21,95.937,0.0,0.009,22.0,10,0,12,7,7,2.0,56,5559125,6,0.2868
96.64,96.079,0.0,0.0207,11.0,14,0,13,11,11,0.0,56,5602464,16,0.2868
96.434,96.21,0.0,0.0201,17.0,13,0,14,15,15,0.0,55,0,10,0.1509
96.731,0.0,0.0,0.0151,8.0,16,0,15,10,10,0.0,56,5592245,14,0.2868
96.863,0.0,0.0,0.0034,9.0,15,0,17,12,12,0.0,56,5608250,17,0.2868
97.053,0.0,0.0,0.0255,3.0,18,0,18,16,16,0.0,55,0,15,0.1509
97.73,0.0,0.0,0.0123,0.0,20,0,19,0,19,0.0,13,0,19,0.0757
97.739,0.0,0.0,0.0144,0.0,19,0,20,17,17,0.0,55,0,18,0.1509
71.83,71.875,72.368,0.0247,97.0,2,6,1,1,1,10.0,71,5651435,1,0.2868
72.226,72.107,72.737,0.0174,31.0,9,0,2,8,8,1.0,71,5719868,5,0.2868
72.083,71.95,72.825,0.031,75.0,3,2,3,3,3,6.0,71,5667670,3,0.2868
72.213,71.856,72.83,0.0346,98.0,1,5,4,5,5,4.0,71,5690342,4,0.2868
72.366,71.768,72.917,0.0108,53.0,7,1,5,7,7,2.0,71,5706509,6,0.2868
72.214,72.09,72.967,0.0377,61.0,5,2,6,2,2,8.0,71,5664733,8,0.2868
72.39,71.845,73.082,0.0288,35.0,8,1,7,4,4,5.0,71,5689446,7,0.2868
72.371,72.026,73.297,0.0134,60.0,6,0,8,10,10,0.0,70,0,10,0.1509
72.498,72.075,74.105,0.0026,4.0,17,0,9,14,14,0.0,70,0,13,0.1509
72.223,71.909,74.23,0.009,25.0,10,0,10,6,6,3.0,71,5695803,2,0.2868
72.348,72.137,0.0,0.0025,19.0,12,0,11,0,19,0.0,0,0,0,0.0397
72.409,72.289,0.0,0.0192,21.0,11,0,12,9,9,0.0,71,5731101,14,0.2868
72.381,72.3,0.0,0.0094,75.0,4,1,13,11,11,0.0,70,0,9,0.1509
72.69,72.717,0.0,0.0151,8.0,16,0,14,0,20,0.0,0,0,0,0.0319
72.548,73.139,0.0,0.0207,11.0,14,0,15,15,15,0.0,70,0,16,0.1509
72.8,0.0,0.0,0.0034,9.0,15,0,16,17,17,0.0,69,0,18,0.0603
72.81,0.0,0.0,0.0255,3.0,18,0,17,13,13,0.0,70,0,11,0.1509
73.002,0.0,0.0,0.0201,17.0,13,0,18,12,12,0.0,70,0,12,0.1509
73.426,0.0,0.0,0.0144,0.0,19,0,19,18,18,0.0,69,0,15,0.0603
73.508,0.0,0.0,0.0123,0.0,20,0,20,16,16,0.0,69,0,17,0.0603
86.644,85.644,86.072,0.031,10.0,1,1,1,1,1,10.0,58,5128770,1,0.2868
86.697,85.326,86.493,0.0377,8.0,2,0,2,2,2,8.0,58,5136012,2,0.2868
86.895,85.358,86.556,0.0134,5.0,4,0,3,4,4,5.0,58,5167533,6,0.2868
86.674,85.577,86.755,0.0346,6.0,3,0,4,3,3,6.0,58,5147365,3,0.2868
87.27,85.944,87.634,0.0144,4.0,5,0,6,5,5,4.0,58,5195239,7,0.2868
86.978,86.623,87.934,0.0192,0.0,13,0,7,13,13,0.0,57,0,9,0.1509
87.014,86.688,88.404,0.0174,0.0,9,0,8,9,9,0.0,57,0,13,0.1509
87.328,86.739,88.692,0.0099,1.0,8,0,9,8,8,1.0,57,0,12,0.1509
87.365,86.758,88.871,0.0073,0.0,12,0,10,12,12,0.0,57,0,18,0.1509
86.986,86.909,0.0,0.002,0.0,16,0,11,16,16,0.0,56,0,19,0.0603
87.596,86.914,0.0,0.0201,2.0,7,0,12,7,7,2.0,57,0,5,0.1509
87.529,86.964,0.0,0.0108,0.0,10,0,13,10,10,0.0,57,0,10,0.1509
87.54,87.264,0.0,0.0255,0.0,15,0,14,15,15,0.0,57,0,17,0.1509
86.712,0.0,0.0,0.0247,3.0,6,0,22,6,6,3.0,58,5195575,8,0.2868
87.679,0.0,0.0,0.0207,0.0,11,0,16,11,11,0.0,57,0,14,0.1509
89.267,0.0,0.0,0.0078,0.0,14,0,19,14,14,0.0,57,0,15,0.1509
89.339,0.0,0.0,0.0123,0.0,17,0,20,17,17,0.0,56,0,20,0.0603
95.34,94.454,95.043,0.0247,7.0,6,0,1,5,5,4.0,56,5571635,3,0.2868
94.942,94.057,95.31,0.0377,18.0,1,1,2,1,1,10.0,56,5534930,2,0.2868
95.138,94.687,95.479,0.031,16.0,2,1,3,3,3,6.0,56,5553269,4,0.2868
95.028,94.65,96.045,0.0346,14.0,3,0,4,2,2,8.0,56,5552487,1,0.2868
95.617,95.203,96.543,0.0134,10.0,4,0,5,4,4,5.0,56,5568707,5,0.2868
95.755,95.38,96.829,0.0201,2.0,8,0,6,0,19,0.0,42,0,6,0.0052
95.294,94.739,96.839,0.0094,0.0,20,0,7,18,18,0.0,55,0,17,0.1509
95.666,95.255,96.902,0.0174,2.0,7,0,8,7,7,2.0,56,5605062,10,0.2868
95.736,95.595,97.078,0.0099,1.0,10,0,9,15,15,0.0,55,0,19,0.1509
95.727,95.579,97.345,0.0192,0.0,12,0,10,10,10,0.0,56,5628486,14,0.2868
96.092,95.63,0.0,0.0108,1.0,9,0,11,8,8,1.0,56,5606945,7,0.2868
95.879,95.706,0.0,0.0144,7.0,5,0,12,6,6,3.0,56,5600568,9,0.2868
96.43,95.945,0.0,0.0073,0.0,14,0,14,13,13,0.0,55,0,13,0.1509
95.913,96.088,0.0,0.0255,0.0,15,0,15,12,12,0.0,55,0,16,0.1509
96.14,96.145,0.0,0.0078,0.0,16,0,16,17,17,0.0,55,0,12,0.1509
96.578,0.0,0.0,0.0026,0.0,17,0,17,14,14,0.0,55,0,18,0.1509
96.816,0.0,0.0,0.002,0.0,18,0,18,16,16,0.0,55,0,20,0.1509
96.827,0.0,0.0,0.0207,0.0,13,0,22,11,11,0.0,55,0,15,0.1509
97.326,0.0,0.0,0.0029,0.0,11,0,19,9,9,0.0,56,5624854,8,0.2868
98.415,0.0,0.0,0.0123,0.0,19,0,21,0,22,0.0,0,0,0,0.0319
92.443,91.359,92.652,0.0247,17.0,4,1,1,1,1,10.0,57,5607515,1,0.2868
92.58,91.752,92.935,0.0346,22.0,3,0,2,2,2,8.0,57,5609875,2,0.2868
93.161,91.812,93.131,0.031,22.0,2,1,3,3,3,6.0,57,5618354,3,0.2868
93.049,92.214,93.192,0.0377,22.0,1,1,4,5,5,4.0,57,5621941,4,0.2868
93.164,92.154,93.404,0.0134,15.0,5,0,5,4,4,5.0,57,5621346,5,0.2868
93.348,92.292,93.71,0.0094,3.0,8,0,6,6,6,3.0,57,5653044,6,0.2868
93.556,92.889,94.056,0.0144,8.0,6,0,7,8,8,1.0,57,5689216,8,0.2868
93.496,92.808,94.106,0.0192,0.0,13,0,8,0,17,0.0,41,0,12,0.0303
93.218,92.429,94.154,0.0174,4.0,7,0,9,7,7,2.0,57,5688886,7,0.2868
93.349,92.815,94.399,0.0201,2.0,9,0,10,10,10,0.0,57,5697431,11,0.2868
93.759,92.915,0.0,0.0029,0.0,12,0,11,11,11,0.0,56,0,16,0.1509
93.467,92.935,0.0,0.0108,1.0,10,0,12,9,9,0.0,57,5696926,10,0.2868
93.299,93.082,0.0,0.002,0.0,21,0,13,16,16,0.0,51,0,17,0.0757
93.923,93.294,0.0,0.0099,1.0,11,0,14,12,12,0.0,56,0,15,0.1509
93.776,93.624,0.0,0.0207,0.0,14,0,15,13,13,0.0,56,0,14,0.1509
93.967,93.731,0.0,0.0255,0.0,16,0,16,0,21,0.0,0,0,0,0.0319
93.984,0.0,0.0,0.0073,0.0,15,0,17,0,19,0.0,34,0,18,0.0757
94.024,0.0,0.0,0.0078,0.0,17,0,18,0,20,0.0,26,0,13,0.0052
94.333,0.0,0.0,0.0026,0.0,19,0,19,0,22,0.0,0,0,0,0.0319
95.28,0.0,0.0,0.0123,0.0,20,0,20,15,15,0.0,53,0,19,0.0151
95.533,0.0,0.0,0.0042,0.0,18,0,22,14,14,0.0,55,0,20,0.0603
81.375,80.597,81.421,0.0247,27.0,3,2,1,1,1,10.0,65,5496230,1,0.2868
81.609,80.797,81.451,0.0377,28.0,2,1,2,3,3,6.0,65,5513686,3,0.2868
81.802,80.741,81.723,0.031,22.0,4,1,3,0,19,0.0,9,0,6,0.0161
81.12,80.713,81.785,0.0346,30.0,1,0,4,2,2,8.0,65,5503020,2,0.2868
81.941,81.381,82.253,0.0094,8.0,6,0,5,4,4,5.0,65,5527845,5,0.2868
82.501,81.554,82.324,0.0174,4.0,10,0,6,0,20,0.0,8,0,19,0.0013
81.625,81.113,82.389,0.0134,15.0,5,0,7,0,15,0.0,46,0,7,0.0303
81.79,81.623,82.568,0.0108,3.0,11,0,8,7,7,2.0,65,5558358,4,0.2868
82.491,81.488,82.749,0.0151,4.0,9,0,9,5,5,4.0,65,5554561,8,0.2868
82.064,81.677,82.881,0.0144,8.0,7,0,10,9,9,0.0,64,0,9,0.1509
81.943,81.968,0.0,0.0201,5.0,8,0,11,6,6,3.0,65,5555768,10,0.2868
82.502,82.097,0.0,0.0207,0.0,15,0,12,10,10,0.0,64,0,14,0.1509
82.09,82.115,0.0,0.0073,1.0,12,0,13,8,8,1.0,64,0,12,0.1509
82.503,82.12,0.0,0.0255,0.0,18,0,14,12,12,0.0,64,0,13,0.1509
82.295,0.0,0.0,0.002,0.0,17,0,15,11,11,0.0,64,0,15,0.1509
82.508,0.0,0.0,0.0078,0.0,21,0,16,0,17,0.0,19,0,17,0.004
82.666,0.0,0.0,0.0099,1.0,13,0,17,0,16,0.0,44,0,11,0.0161
82.769,0.0,0.0,0.0029,0.0,14,0,18,0,22,0.0,1,0,0,0.0319
83.398,0.0,0.0,0.0192,0.0,16,0,19,0,21,0.0,7,0,21,0.0052
83.811,0.0,0.0,0.0123,0.0,19,0,20,13,13,0.0,63,0,16,0.0603
83.99,0.0,0.0,0.0042,0.0,20,0,21,14,14,0.0,63,0,18,0.0603
0.0,0.0,0.0,0.0026,0.0,22,0,22,0,18,0.0,9,0,20,0.0021
76.059,75.431,75.726,0.0377,38.0,1,2,1,1,1,10.0,78,6029329,1,0.2868
75.685,75.479,75.905,0.0346,38.0,2,0,2,2,2,8.0,78,6033424,2,0.2868
76.786,76.034,75.967,0.0247,33.0,3,2,3,3,3,6.0,78,6098443,4,0.2868
77.596,76.054,76.285,0.0144,13.0,6,0,4,4,4,5.0,77,0,5,0.1509
76.87,76.1,76.439,0.0201,5.0,8,0,5,12,12,0.0,77,0,11,0.1509
77.816,76.42,76.784,0.0192,0.0,17,0,6,0,21,0.0,17,0,21,0.0303
77.385,75.733,76.832,0.0134,18.0,5,0,7,6,6,3.0,77,0,12,0.1509
77.584,75.576,76.955,0.0094,12.0,7,0,8,5,5,4.0,77,0,3,0.1509
77.244,76.454,77.498,0.0207,0.0,16,0,9,10,10,0.0,77,0,13,0.1509
77.297,76.457,77.939,0.0255,0.0,18,0,10,11,11,0.0,77,0,9,0.1509
77.874,76.662,0.0,0.0029,2.0,12,0,11,7,7,2.0,77,0,7,0.1509
76.72,76.703,0.0,0.0078,0.0,22,0,12,0,22,0.0,2,0,0,0.0397
77.204,76.319,0.0,0.0151,4.0,9,0,13,14,14,0.0,76,0,8,0.0603
77.686,76.988,0.0,0.0174,4.0,10,0,14,15,15,0.0,76,0,18,0.0603
77.836,77.125,0.0,0.0108,3.0,11,0,15,13,13,0.0,76,0,14,0.0757
76.251,0.0,0.0,0.031,23.0,4,1,16,8,8,1.0,77,0,6,0.1509
78.25,0.0,0.0,0.002,0.0,19,0,17,18,18,0.0,76,0,16,0.0603
78.39,0.0,0.0,0.0026,0.0,15,0,18,9,9,0.0,77,0,10,0.1509
78.418,0.0,0.0,0.0123,0.0,20,0,19,0,20,0.0,53,0,19,0.0397
78.539,0.0,0.0,0.0099,1.0,14,0,20,16,16,0.0,76,0,17,0.0603
78.554,0.0,0.0,0.0073,1.0,13,0,21,17,17,0.0,76,0,15,0.0603
0.0,0.0,0.0,0.0042,0.0,21,0,22,19,19,0.0,70,0,20,0.0009
76.576,75.486,75.707,0.0346,48.0,1,1,1,1,1,10.0,70,6251292,2,0.2868
76.562,75.522,76.163,0.0377,40.0,2,2,2,7,7,2.0,70,6273228,1,0.2868
77.006,75.96,76.266,0.0134,26.0,5,0,3,2,2,8.0,70,6255635,3,0.2868
76.468,76.592,76.411,0.031,27.0,4,1,4,5,5,4.0,70,6264299,5,0.2868
76.756,76.138,76.57,0.0247,33.0,3,2,5,0,21,0.0,51,0,4,0.0055
77.315,76.257,76.913,0.0192,0.0,15,0,6,9,9,0.0,70,6274252,9,0.2868
77.016,76.19,76.919,0.0201,5.0,10,0,7,10,10,0.0,70,6275276,6,0.2868
77.267,76.368,76.993,0.0094,12.0,7,0,8,0,17,0.0,26,0,8,0.0397
76.805,76.288,77.229,0.0144,13.0,6,0,9,0,22,0.0,51,0,7,0.0055
77.324,76.6,77.747,0.0174,4.0,13,0,10,0,13,0.0,58,0,17,0.0397
77.49,76.743,0.0,0.0073,4.0,12,0,11,6,6,3.0,70,6267990,12,0.2868
77.541,76.76,0.0,0.0078,0.0,22,0,12,0,14,0.0,54,0,19,0.0397
77.011,77.116,0.0,0.0207,0.0,17,0,13,12,12,0.0,70,6281731,14,0.2868
77.436,77.304,0.0,0.0151,4.0,11,0,14,0,16,0.0,36,0,16,0.0303
77.522,77.541,0.0,0.0255,0.0,19,0,15,0,20,0.0,0,0,0,0.0303
77.433,77.571,0.0,0.0026,0.0,16,0,16,0,19,0.0,8,0,21,0.0397
77.542,0.0,0.0,0.002,0.0,18,0,17,11,11,0.0,70,6275610,15,0.2868
77.634,0.0,0.0,0.0099,2.0,14,0,18,8,8,1.0,70,6274180,10,0.2868
78.089,0.0,0.0,0.0029,8.0,8,0,19,3,3,6.0,70,6256617,11,0.2868
78.536,0.0,0.0,0.0123,0.0,20,0,20,0,18,0.0,21,0,20,0.0397
79.196,0.0,0.0,0.0042,0.0,21,0,21,0,15,0.0,47,0,18,0.0002
77.806,0.0,0.0,0.0108,8.0,9,0,22,4,4,5.0,70,6258021,13,0.2868
72.563,72.065,72.331,0.0346,58.0,1,2,1,1,1,10.0,73,5469965,2,0.2868
72.416,71.926,72.5,0.0377,48.0,2,2,2,2,2,8.0,73,5471465,3,0.2868
72.731,72.18,72.703,0.0247,39.0,3,2,3,3,3,6.0,73,5482765,4,0.2868
72.732,72.111,72.839,0.031,32.0,4,1,4,4,4,5.0,73,5485365,1,0.2868
72.543,72.188,72.847,0.0134,26.0,5,0,5,0,18,0.0,56,0,5,0.012
72.998,72.599,73.308,0.0108,12.0,8,0,6,5,5,4.0,73,5511365,7,0.2868
72.711,72.644,73.513,0.0288,1.0,16,0,7,8,8,1.0,73,5537665,6,0.2868
73.186,72.828,73.789,0.0174,7.0,10,0,8,6,6,3.0,73,5536665,10,0.2868
73.425,72.788,73.871,0.0192,2.0,14,0,9,7,7,2.0,73,5537265,8,0.2868
73.168,72.603,73.953,0.0144,13.0,6,0,10,9,9,0.0,72,0,9,0.1509
73.424,72.873,0.0,0.0151,4.0,12,0,11,0,20,0.0,0,0,0,0.0319
72.851,72.92,0.0,0.0099,2.0,15,0,12,0,22,0.0,0,0,0,0.0319
73.306,72.998,0.0,0.0255,0.0,20,0,13,12,12,0.0,72,0,14,0.1509
73.128,73.06,0.0,0.0201,5.0,11,0,14,16,16,0.0,68,0,11,0.0757
73.203,73.201,0.0,0.0207,0.0,18,0,15,0,21,0.0,0,0,0,0.0319
73.164,73.259,0.0,0.002,0.0,19,0,16,11,11,0.0,72,0,12,0.1509
73.441,0.0,0.0,0.0029,8.0,9,0,17,10,10,0.0,72,0,13,0.1509
73.477,0.0,0.0,0.0073,4.0,13,0,18,0,19,0.0,13,0,19,0.0297
73.484,0.0,0.0,0.0078,0.0,23,0,19,17,17,0.0,68,0,17,0.0003
73.712,0.0,0.0,0.0026,0.0,17,0,20,13,13,0.0,71,0,16,0.0603
74.122,0.0,0.0,0.0123,0.0,21,0,21,14,14,0.0,71,0,15,0.0603
74.597,0.0,0.0,0.0042,0.0,22,0,22,15,15,0.0,70,0,18,0.0273
75.303,74.822,75.034,0.0247,47.0,3,2,1,2,2,8.0,70,5456614,1,0.2868
74.805,74.795,75.104,0.0346,64.0,1,2,2,3,3,6.0,70,5486353,4,0.2868
74.872,74.828,75.257,0.031,42.0,4,2,3,1,1,10.0,70,5454200,2,0.2868
75.778,75.066,75.493,0.0094,17.0,6,0,4,4,4,5.0,70,5495927,10,0.2868
76.047,75.227,75.674,0.0144,16.0,7,0,5,6,6,3.0,70,5506140,5,0.2868
75.524,75.272,75.826,0.0108,12.0,8,0,6,15,15,0.0,69,0,11,0.1509
75.783,75.149,75.9,0.0134,30.0,5,0,7,5,5,4.0,70,5503001,7,0.2868
76.118,75.379,75.935,0.0174,7.0,10,0,8,0,21,0.0,1,0,0,0.0319
76.092,75.331,76.328,0.0201,5.0,11,0,9,9,9,0.0,70,5522705,9,0.2868
75.322,75.084,0.0,0.0377,50.0,2,2,10,7,7,2.0,70,5510716,3,0.2868
75.76,75.534,0.0,0.0099,2.0,15,0,11,10,10,0.0,69,0,8,0.1509
76.113,75.584,0.0,0.0255,1.0,16,0,12,8,8,1.0,70,5513085,6,0.2868
76.14,75.761,0.0,0.0207,0.0,19,0,13,11,11,0.0,69,0,12,0.1509
75.746,75.806,0.0,0.0192,2.0,14,0,14,12,12,0.0,69,0,14,0.1509
75.98,76.049,0.0,0.0026,0.0,18,0,15,0,18,0.0,55,0,17,0.0303
75.915,0.0,0.0,0.0151,4.0,12,0,16,13,13,0.0,69,0,15,0.1509
76.142,0.0,0.0,0.0078,0.0,23,0,17,0,22,0.0,0,0,0,0.0319
76.241,0.0,0.0,0.0029,8.0,9,0,18,14,14,0.0,69,0,13,0.1509
76.366,0.0,0.0,0.002,0.0,20,0,19,0,20,0.0,1,0,0,0.0319
77.826,0.0,0.0,0.0042,0.0,22,0,20,0,19,0.0,28,0,19,0.0
77.915,0.0,0.0,0.0123,0.0,21,0,21,17,17,0.0,68,0,18,0.0603
76.244,0.0,0.0,0.0073,4.0,13,0,22,16,16,0.0,68,0,16,0.0603
79.885,79.4,79.997,0.0346,70.0,1,2,1,3,3,6.0,59,4942447,4,0.2868
79.753,79.252,80.099,0.031,52.0,3,3,2,1,1,10.0,59,4903074,1,0.2868
79.33,79.152,80.147,0.0377,58.0,2,2,3,2,2,8.0,59,4905533,3,0.2868
79.79,79.421,80.265,0.0247,51.0,4,2,4,5,5,4.0,59,4957137,2,0.2868
80.294,80.054,80.401,0.0094,22.0,6,0,5,4,4,5.0,59,4956393,6,0.2868
80.513,79.86,80.516,0.0099,2.0,15,0,6,0,20,0.0,22,0,8,0.0033
80.57,80.077,80.721,0.0108,14.0,8,0,7,7,7,2.0,58,0,9,0.1509
80.842,80.042,80.775,0.0144,17.0,7,0,8,8,8,1.0,58,0,7,0.1509
80.534,80.178,80.894,0.0134,33.0,5,0,9,6,6,3.0,59,4959410,5,0.2868
81.15,80.133,81.24,0.0174,7.0,10,0,10,0,17,0.0,43,0,18,0.004
80.583,80.235,0.0,0.0192,2.0,14,0,11,0,22,0.0,8,0,19,0.0052
81.154,80.329,0.0,0.0151,4.0,12,0,12,11,11,0.0,58,0,12,0.1509
80.83,80.35,0.0,0.0029,8.0,9,0,13,13,13,0.0,58,0,10,0.1509
81.169,80.364,0.0,0.0207,0.0,18,0,14,9,9,0.0,58,0,13,0.1509
80.834,80.515,0.0,0.0026,0.0,19,0,15,0,19,0.0,29,0,15,0.0397
81.16,80.823,0.0,0.0078,0.0,23,0,16,16,16,0.0,53,0,17,0.0303
81.219,0.0,0.0,0.0201,5.0,11,0,17,12,12,0.0,58,0,11,0.1509
81.335,0.0,0.0,0.0255,1.0,16,0,18,10,10,0.0,58,0,16,0.1509
81.448,0.0,0.0,0.002,0.0,20,0,19,0,18,0.0,35,0,20,0.0011
82.019,0.0,0.0,0.0123,0.0,21,0,20,0,21,0.0,16,0,22,0.0757
82.045,0.0,0.0,0.0073,4.0,13,0,21,14,14,0.0,57,0,14,0.0603
82.586,0.0,0.0,0.0042,0.0,22,0,22,15,15,0.0,57,0,21,0.0603
91.522,91.237,91.45,0.031,52.0,4,3,1,0,14,0.0,34,0,4,0.0052
91.074,90.983,91.741,0.0377,68.0,2,3,2,1,1,10.0,60,7586358,2,0.2868
91.447,90.912,91.778,0.0247,59.0,3,2,3,2,2,8.0,60,7594513,1,0.2868
91.889,91.652,91.84,0.0134,36.0,5,0,4,6,6,3.0,60,7666656,7,0.2868
91.961,91.444,92.123,0.0094,24.0,6,0,5,7,7,2.0,60,7668773,9,0.2868
92.629,91.661,92.476,0.0192,8.0,10,0,6,3,3,6.0,60,7652032,8,0.2868
92.594,91.783,92.478,0.0108,15.0,8,0,7,8,8,1.0,59,0,11,0.1509
92.381,91.859,92.501,0.0174,7.0,12,0,8,13,13,0.0,59,0,10,0.1509
92.446,91.843,92.57,0.0099,2.0,15,0,9,0,16,0.0,18,0,15,0.0319
91.587,91.185,93.833,0.0346,70.0,1,2,10,9,9,0.0,59,0,3,0.1509
92.117,91.978,0.0,0.0201,5.0,13,0,11,0,20,0.0,2,0,20,0.0297
92.173,91.996,0.0,0.0029,13.0,9,0,12,4,4,5.0,60,7652295,5,0.2868
92.378,92.01,0.0,0.0144,17.0,7,0,13,10,10,0.0,59,0,12,0.1509
92.674,92.221,0.0,0.0207,0.0,18,0,14,11,11,0.0,59,0,14,0.1509
92.793,92.451,0.0,0.002,0.0,20,0,15,12,12,0.0,59,0,13,0.1509
92.678,92.838,0.0,0.0073,4.0,14,0,16,0,15,0.0,19,0,16,0.004
92.983,0.0,0.0,0.0255,1.0,16,0,17,0,18,0.0,2,0,18,0.0297
93.038,0.0,0.0,0.0026,0.0,19,0,18,0,21,0.0,2,0,21,0.0297
93.148,0.0,0.0,0.0078,0.0,23,0,19,0,22,0.0,2,0,22,0.0297
93.151,0.0,0.0,0.0151,8.0,11,0,20,5,5,4.0,60,7660014,6,0.2868
94.5,0.0,0.0,0.0123,0.0,21,0,21,0,19,0.0,2,0,19,0.0297
80.425,79.661,79.674,0.0377,73.0,2,3,6,4,4,5.0,70,5797849,3,0.2868
79.57,79.301,79.781,0.0346,80.0,1,3,1,1,1,10.0,70,5752991,2,0.2868
80.751,80.322,80.259,0.0134,42.0,5,0,2,3,3,6.0,70,5796120,5,0.2868
80.435,80.107,80.41,0.031,60.0,3,3,3,2,2,8.0,70,5753706,1,0.2868
80.547,80.188,80.632,0.0201,7.0,12,0,4,7,7,2.0,70,5812130,6,0.2868
80.449,80.455,80.714,0.0099,5.0,14,0,5,6,6,3.0,70,5803660,9,0.2868
80.366,80.703,80.876,0.0094,28.0,6,0,7,5,5,4.0,70,5800607,4,0.2868
81.645,80.59,81.079,0.0144,17.0,7,0,13,12,12,0.0,69,0,15,0.1509
80.481,79.951,81.206,0.0174,7.0,13,0,8,10,10,0.0,69,0,12,0.1509
80.794,80.439,81.256,0.0192,8.0,10,0,9,9,9,0.0,70,5829322,7,0.2868
81.291,80.718,0.0,0.0151,8.0,11,0,10,11,11,0.0,69,0,14,0.1509
80.285,80.779,0.0,0.0108,16.0,8,0,11,8,8,1.0,70,5821095,8,0.2868
81.243,80.865,0.0,0.0029,13.0,9,0,12,14,14,0.0,69,0,13,0.1509
80.408,81.021,0.0,0.0247,59.0,4,2,14,13,13,0.0,69,0,11,0.1509
81.018,81.127,0.0,0.002,0.0,20,0,15,0,20,0.0,41,0,18,0.0397
81.73,81.993,0.0,0.0078,0.0,23,0,16,0,19,0.0,42,0,20,0.0118
81.737,0.0,0.0,0.0255,1.0,16,0,17,0,21,0.0,35,0,21,0.0041
81.877,0.0,0.0,0.0207,0.0,18,0,18,18,18,0.0,68,0,17,0.0603
82.143,0.0,0.0,0.0073,4.0,15,0,19,15,15,0.0,69,0,10,0.1509
82.177,0.0,0.0,0.0288,1.0,17,0,20,16,16,0.0,69,0,16,0.1509
82.737,0.0,0.0,0.0123,0.0,21,0,21,17,17,0.0,68,0,19,0.0603
87.488,87.039,87.329,0.0247,69.0,3,3,1,1,1,10.0,58,5202161,2,0.2868
87.513,86.936,87.373,0.0346,84.0,1,3,2,5,5,4.0,58,5247246,3,0.2868
87.294,86.902,87.546,0.031,68.0,4,3,3,2,2,8.0,58,5204436,1,0.2868
87.328,86.841,87.574,0.0377,79.0,2,3,4,3,3,6.0,58,5228342,4,0.2868
87.997,87.253,87.722,0.0094,29.0,6,0,5,8,8,1.0,58,5258868,11,0.2868
88.099,87.253,88.037,0.0134,47.0,5,0,6,4,4,5.0,58,5241835,5,0.2868
88.127,87.039,88.491,0.0108,19.0,7,0,7,6,6,3.0,58,5248330,7,0.2868
